Item,Item Description,Item Status,Quantity,Subinventory,UOM,Cost,Organization
B-302-SOCBOLT-TA-B2-06X015,INACTIVE.....B-302  TA-B2-06X015  NISSEI SEIKO,Inactive,0,,,0.05,AAC KOKI
B-303-SOCBOLT-TA-B2-06X016,1ZN037C.....B-303  TA-B2-06X016  NISSEI SEIKO,Active,50,STOCK CAGE,EA,0.04,AAC KOKI
B-304-SOCBOLT-TA-B2-06X020,INACTIVE.....B-304  TA-B2-06X020  NISSEI SEIKO,Inactive,0,,,0.05,AAC KOKI
B-305-SOCBOLT-TA-B2-06X025,INACTIVE.....B-305  TA-B2-06X025  NISSEI SEIKO,Inactive,0,,,0.05,AAC KOKI
B-306-SOCBOLT-TA-B2-06X030,INACTIVE.....B-306  TA-B2-06X030  NISSEI SEIKO,Inactive,0,,,0.1,AAC KOKI
B-307-SOCBOLT-TA-B2-06X035,INACTIVE.....B-307  TA-B2-06X035  NISSEI SEIKO,Inactive,0,,,0.09,AAC KOKI
B-308-SOCBOLT-TA-B2-06X040,INACTIVE.....B-308  TA-B2-06X040  NISSEI SEIKO,Inactive,0,,,0.09,AAC KOKI
B-309-SOCBOLT-TA-B2-06X045,INACTIVE.....B-309  TA-B2-06X045  NISSEI SEIKO,Inactive,0,,,0.1,AAC KOKI
B-30-HEXB11-TA-A1-12X030,2A043B.....TA-A1-12X030  NISSEI SEIKO,Active,10,STOCK CAGE,EA,0.2,AAC KOKI
B-310-SOCBOLT-TA-B2-06X055,1ZN037F.....B-310  TA-B2-06X055  NISSEI SEIKO,Active,35,STOCK CAGE,EA,0.2,AAC KOKI
B-311-SOCBOLT-TA-B2-06X060,1ZN037E.....B-311  TA-B2-06X060  NISSEI SEIKO,Active,2,STOCK CAGE,EA,0.13,AAC KOKI
B-312-SOCBOLT-TA-B2-06X075,1ZN037G.....B-312  TA-B2-06X075  NISSEI SEIKO,Active,123,STOCK CAGE,EA,0.2,AAC KOKI
B-313-SOCBOLT-TA-B2-06X110,1ZN011B.....B-313  TA-B2-06X110  NISSEI SEIKO,Active,9,STOCK CAGE,EA,0.25,AAC KOKI
B-314-SOCBOLT-TA-B2-06X012,1ZN037A.....B-314  TA-B2-06X012  NISSEI SEIKO,Active,6,STOCK CAGE,EA,0.05,AAC KOKI
B-315-SOCBOLT-TA-B2-06X014,1ZN037B.....B-315  TA-B2-06X014  NISSEI SEIKO,Active,11,STOCK CAGE,EA,0.06,AAC KOKI
B-316-SOCBOLT-TA-B2-06X080,1ZN037H.....B-316  TA-B2-06X080  NISSEI SEIKO,Active,23,STOCK CAGE,EA,0.25,AAC KOKI
B-317-SOCBOLT-TA-B2-08X80,1ZN020E.....B-317  TA-B2-08X80  NISSEI SEIKO,Active,15,STOCK CAGE,EA,0.33,AAC KOKI
B-318-SOCBOLT-TA-B2-08X025,INACTIVE.....B-318  TA-B2-08X025  NISSEI SEIKO,Inactive,0,,,0.1,AAC KOKI
B-319-SOCBOLT-TA-B2-08X030,INACTIVE.....B-319  TA-B2-08X030  NISSEI SEIKO,Inactive,0,,,0.11,AAC KOKI
B-31-HEXB11-TA-A1-12X070,2A043H.....TA-A1-12X070  NISSEI SEIKO,Active,10,STOCK CAGE,EA,0.5,AAC KOKI
B-320-SOCBOLT-TA-B2-08X045,INACTIVE.....B-320  TA-B2-08X045  NISSEI SEIKO,Inactive,0,,,0.15,AAC KOKI
B-321-SOCBOLT-TA-B2-08X015,1ZN011F.....B-321  TA-B2-08X015  NISSEI SEIKO,Active,32,STOCK CAGE,EA,0.15,AAC KOKI
B-322-SOCBOLT-TA-B2-08X016,1ZN011G.....B-322  TA-B2-08X016  NISSEI SEIKO,Active,78,STOCK CAGE,EA,0.15,AAC KOKI
B-323-SOCBOLT-TA-B2-08X020,INACTIVE.....B-323  TA-B2-08X020  NISSEI SEIKO,Inactive,0,,,0.09,AAC KOKI
B-329-SOCBOLT-TA-B2-08X050,OBSOLETEB.....B-329  TA-B2-08X050  NISSEI SEIKO  [SAME AS B-299],Inactive,0,,,0.26,AAC KOKI
B-32-HEXB11-TA-A1-12X50,2A043F.....TA-A1-12x50  NISSEI SEIKO,Active,11,STOCK CAGE,EA,0.34,AAC KOKI
B-330-SOCBOLT-TA-B2-08X055,1ZN020A.....B-330  TA-B2-08X055  NISSEI SEIKO,Active,40,STOCK CAGE,EA,0.28,AAC KOKI
B-331-SOCBOLT-TA-B2-08X060,1ZN020B.....B-331  TA-B2-08X060  NISSEI SEIKO,Active,137,STOCK CAGE,EA,0.21,AAC KOKI
B-333-SOCBOLT-TA-B2-08X070,1ZN020C.....B-333  TA-B2-08X070  NISSEI SEIKO,Active,47,STOCK CAGE,EA,0.25,AAC KOKI
B-334-SOCBOLT-TA-B2-08X075,1ZN020D.....B-334  TA-B2-08X075  NISSEI SEIKO,Active,160,STOCK CAGE,EA,0.42,AAC KOKI
B-336-SOCBOLT-TA-B2-08X090,1ZN020G.....B-336  TA-B2-08X090  NISSEI SEIKO,Active,27,STOCK CAGE,EA,0.28,AAC KOKI
B-338-SOCBOLT-TA-B2-08X105,1ZN029B.....B-338  TA-B2-08X105  NISSEI SEIKO,Active,71,STOCK CAGE,EA,0.64,AAC KOKI
B-339-SOCBOLT-TA-B2-08X110,1ZN029C.....B-339  TA-B2-08X110  NISSEI SEIKO,Active,20,STOCK CAGE,EA,0.48,AAC KOKI
B-340-SOCBOLT-TA-B2-08X115,1ZN029E.....B-340  TA-B2-08X115  NISSEI SEIKO,Active,39,STOCK CAGE,EA,0.78,AAC KOKI
B-341-SOCBOLT-TA-B2-08X125,1ZN029H.....B-341  TA-B2-08X125  NISSEI SEIKO,Active,18,STOCK CAGE,EA,8.6,AAC KOKI
B-342-SOCBOLT-TA-B2-08X130,1ZN038A.....B-342  TA-B2-08X130  NISSEI SEIKO,Active,16,STOCK CAGE,EA,0.64,AAC KOKI
B-343-SOCBOLT-TA-B2-08X175,1ZN038D.....B-343  TA-B2-08X175  NISSEI SEIKO,Active,10,STOCK CAGE,EA,4.45,AAC KOKI
B-344,1ZN011H.....TA-B2-08X022 BOLT,Active,22,STOCK CAGE,EA,0.1,AAC KOKI
B-345-SOCBOLT-TA-B2-08X140,1ZN038B.....B-345  TA-B2-08X140  NISSEI SEIKO,Active,14,STOCK CAGE,EA,0.64,AAC KOKI
B-346-SOCBOLT-TA-B2-08X160,1ZN038C.....B-346  TA-B2-08X160  NISSEI SEIKO,Active,8,STOCK CAGE,EA,0.83,AAC KOKI
B-347-SOCBOLT-TA-B2-08X85,1ZN020F.....B-347  TA-B2-08X85  NISSEI SEIKO,Active,19,STOCK CAGE,EA,0.31,AAC KOKI
B-351-SOCBOLT-TA-B2-10X015,INACTIVE.....B-351  TA-B2-10X015  NISSEI SEIKO,Inactive,0,,,0.26,AAC KOKI
B-352-SOCBOLT-TA-B2-10X020,INACTIVE.....B-352  TA-B2-10X020  NISSEI SEIKO,Inactive,0,,,0.17,AAC KOKI
B-353-SOCBOLT-TA-B2-10X025,INACTIVE.....B-353  TA-B2-10X025  NISSEI SEIKO,Inactive,0,,,0.14,AAC KOKI
B-354-SOCBOLT-TA-B2-10X030,INACTIVE.....B-354  TA-B2-10X030  NISSEI SEIKO,Inactive,0,,,0.15,AAC KOKI
B-355-SOCBOLT-TA-B2-10X035,INACTIVE.....B-355  TA-B2-10X035  NISSEI SEIKO,Inactive,0,,,0.22,AAC KOKI
B-356-SOCBOLT-TA-B2-10X040,INACTIVE.....B-356  TA-B2-10X040  NISSEI SEIKO,Inactive,0,,,0.23,AAC KOKI
B-357-SOCBOLT-TA-B2-10X045,INACTIVE.....B-357  TA-B2-10X045  NISSEI SEIKO,Inactive,0,,,0.22,AAC KOKI
B-358-SOCBOLT-TA-B2-10X050,INACTIVE.....B-358  TA-B2-10X050  NISSEI SEIKO,Inactive,0,,,0.24,AAC KOKI
B-359-SOCBOLT-TA-B2-10X055,1ZN021A.....B-359  TA-B2-10X055  NISSEI SEIKO,Active,85,STOCK CAGE,EA,0.26,AAC KOKI
B-360-SOCBOLT-TA-B2-10X060,1ZN021C.....B-360  TA-B2-10X060  NISSEI SEIKO,Active,82,STOCK CAGE,EA,0.32,AAC KOKI
B-361-SOCBOLT-TA-B2-10X065,1ZN021E.....B-361  TA-B2-10X065  NISSEI SEIKO,Active,80,STOCK CAGE,EA,0.4,AAC KOKI
B-362-SOCBOLT-TA-B2-10X070,1ZN021G.....B-362  TA-B2-10X070  NISSEI SEIKO,Active,113,STOCK CAGE,EA,0.3,AAC KOKI
B-363-SOCBOLT-TA-B2-10X075,1ZN030A.....B-363  TA-B2-10X075  NISSEI SEIKO,Active,32,STOCK CAGE,EA,0.28,AAC KOKI
B-364-SOCBOLT-TA-B2-10X080,1ZN030C.....B-364  TA-B2-10X080  NISSEI SEIKO,Active,19,STOCK CAGE,EA,0.4,AAC KOKI
B-365-SOCBOLT-TA-B2-10X085,1ZN030E.....B-365  TA-B2-10X085  NISSEI SEIKO,Active,29,STOCK CAGE,EA,0.46,AAC KOKI
B-366-SOCBOLT-TA-B2-10X095,1ZN030H.....B-366  TA-B2-10X095  NISSEI SEIKO,Active,106,STOCK CAGE,EA,0.5,AAC KOKI
B-367-SOCBOLT-TA-B2-10X100,1ZN039A.....B-367  TA-B2-10X100  NISSEI SEIKO,Active,96,STOCK CAGE,EA,0.6,AAC KOKI
B-369-SOCBOLT-TA-B2-10X110,1ZN039B.....B-369  TA-B2-10X110  NISSEI SEIKO,Active,27,STOCK CAGE,EA,0.55,AAC KOKI
B-370-SOCBOLT-TA-B2-10X130,1ZN039E.....B-370  TA-B2-10X130  NISSEI SEIKO,Active,23,STOCK CAGE,EA,0.99,AAC KOKI
B-371-SOCBOLT-TA-B2-10X170,1ZN004A.....B-371  TA-B2-10X170  NISSEI SEIKO,Active,16,STOCK CAGE,EA,0.96,AAC KOKI
B-372-SOCBOLT-TA-B2-10X200,1ZN004E.....B-372  TA-B2-10X200  NISSEI SEIKO,Active,16,STOCK CAGE,EA,1.41,AAC KOKI
B-373-SOCBOLT-TA-B2-10X090,1ZN030F.....B-373  TA-B2-10X090  NISSEI SEIKO,Active,27,STOCK CAGE,EA,0.5,AAC KOKI
B-375-SOCBOLT-TA-B2-10X160,1ZN039G.....B-375  TA-B2-10X160  NISSEI SEIKO,Active,13,STOCK CAGE,EA,0.97,AAC KOKI
B-376-SOCBOLT-TA-B2-10X230,1ZN004F.....B-376  TA-B2-10X230  NISSEI SEIKO,Active,18,STOCK CAGE,EA,6.75,AAC KOKI
B-377-SOCBOLT-TA-B2-10X120,1ZN039D.....B-377  TA-B2-10x120  NISSEI SEIKO,Active,18,STOCK CAGE,EA,0.59,AAC KOKI
B-381-SOCBOLT-TA-B2-12X020,1ZN004G.....B-381  TA-B2-12X020  NISSEI SEIKO,Active,107,STOCK CAGE,EA,0.28,AAC KOKI
B-382-SOCBOLT-TA-B2-12X025,1ZN004H.....B-382  TA-B2-12X025  NISSEI SEIKO,Active,30,STOCK CAGE,EA,0.28,AAC KOKI
B-383-SOCBOLT-TA-B2-12X030,1ZN013A.....B-383  TA-B2-12X030  NISSEI SEIKO,Active,30,STOCK CAGE,EA,0.27,AAC KOKI
B-384-SOCBOLT-TA-B2-12X035,1ZN013B.....B-384  TA-B2-12X035  NISSEI SEIKO,Active,73,STOCK CAGE,EA,0.27,AAC KOKI
B-385-SOCBOLT-TA-B2-12X040,1ZN013C.....B-385  TA-B2-12X040  NISSEI SEIKO,Active,22,STOCK CAGE,EA,0.27,AAC KOKI
B-386-SOCBOLT-TA-B2-12X045,1ZN013D.....B-386  TA-B2-12X045  NISSEI SEIKO,Active,18,STOCK CAGE,EA,0.35,AAC KOKI
B-387-SOCBOLT-TA-B2-12X050,1ZN013E.....B-387  TA-B2-12X050  NISSEI SEIKO,Active,30,STOCK CAGE,EA,0.39,AAC KOKI
B-388-SOCBOLT-TA-B2-12X055,1ZN013F.....B-388  TA-B2-12X055  NISSEI SEIKO,Active,24,STOCK CAGE,EA,0.37,AAC KOKI
B-389-SOCBOLT-TA-B2-12X060,1ZN013G.....B-389  TA-B2-12X060  NISSEI SEIKO,Active,0,,,0.35,AAC KOKI
B-390-SOCBOLT-TA-B2-12X065,1ZN013H.....B-390  TA-B2-12X065  NISSEI SEIKO,Active,21,STOCK CAGE,EA,0.48,AAC KOKI
B-391-SOCBOLT-TA-B2-12X070,1ZN022A.....B-391  TA-B2-12X070  NISSEI SEIKO,Active,0,,,0.51,AAC KOKI
B-392-SOCBOLT-TA-B2-12X075,1ZN022B.....B-392  TA-B2-12X075  NISSEI SEIKO,Active,7,STOCK CAGE,EA,0.55,AAC KOKI
B-393-SOCBOLT-TA-B2-12X080,1ZN022C.....B-393  TA-B2-12X080  NISSEI SEIKO,Active,20,STOCK CAGE,EA,0.57,AAC KOKI
B-394-SOCBOLT-TA-B2-12X085,1ZN022D.....B-394  TA-B2-12X085  NISSEI SEIKO,Active,18,STOCK CAGE,EA,0.54,AAC KOKI
B-395-SOCBOLT-TA-B2-12X090,1ZN022E.....B-395  TA-B2-12X090  NISSEI SEIKO,Active,19,STOCK CAGE,EA,0.7,AAC KOKI
B-396-SOCBOLT-TA-B2-12X095,1ZN022F.....B-396  TA-B2-12X095  NISSEI SEIKO,Active,1,STOCK CAGE,EA,0.74,AAC KOKI
B-397-SOCBOLT-TA-B2-12X100,1ZN022G.....B-397  TA-B2-12X100  NISSEI SEIKO,Active,0,,,0.81,AAC KOKI
B-398-SOCBOLT-TA-B2-12X110,1ZN031B.....B-398 TA-52-12X110 NISSEI SEIKO,Active,20,STOCK CAGE,EA,0.78,AAC KOKI
B-399-SOCBOLT-TA-B2-12X115,1ZN031C.....B-399  TA-B2-12X115  NISSEI SEIKO,Active,15,STOCK CAGE,EA,12.67,AAC KOKI
B-39-HEXB11-TA-A1-14X085,2A044H.....B-039  TA-A1-14X085  NISSEI SEIKO,Active,10,STOCK CAGE,EA,0.79,AAC KOKI
B-400-SOCBOLT-TA-B2-12X120,1ZN031D.....B-400  TA-B2-12X120  NISSEI SEIKO,Active,22,STOCK CAGE,EA,0.64,AAC KOKI
B-401-SOCBOLT-TA-B2-12X125,1ZN031E.....B-401  TA-B2-12X125  NISSEI SEIKO,Active,30,STOCK CAGE,EA,4.83,AAC KOKI
B-402-SOCBOLT-TA-B2-12X130,1ZN031F.....B-402  TA-B2-12X130  NISSEI SEIKO,Active,20,STOCK CAGE,EA,0.89,AAC KOKI
B-403-SOCBOLT-TA-B2-12X135,1ZN031G.....B-403  TA-B2-12X135  NISSEI SEIKO,Active,14,STOCK CAGE,EA,1.16,AAC KOKI
B-404-SOCBOLT-TA-B2-12X140,1ZN031H.....B-404  TA-B2-12X140  NISSEI SEIKO,Active,22,STOCK CAGE,EA,1.25,AAC KOKI
B-405-SOCBOLT-TA-B2-12X145,1ZN040A.....B-405  TA-B2-12X145  NISSEI SEIKO,Active,10,STOCK CAGE,EA,1.83,AAC KOKI
B-406-SOCBOLT-TA-B2-12X150,1ZN040B.....B-406  TA-B2-12X150  NISSEI SEIKO,Active,16,STOCK CAGE,EA,1.02,AAC KOKI
B-407-SOCBOLT-TA-B2-12X160,1ZN040D.....B-407  TA-B2-12X160  NISSEI SEIKO,Active,27,STOCK CAGE,EA,1.81,AAC KOKI
B-408-P2,2A009C.....TA-B2-12X170 SOCBOLT,Active,38,STOCK CAGE,EA,1.34,AAC KOKI
B-408-TA-B2-12X170,"1ZN040E.....B-408  TA-B2-12X170 (up froTA-B2- L=165,null,null);;;  NISSEI SEIKO",Active,16,STOCK CAGE,EA,1.35,AAC KOKI
B-409-SOCBOLT-TA-B2-12X170,OBSOLETE.....B-409  TA-B2-12X170  NISSEI SEIKO  [SAME AS B-408],Inactive,0,,,1.84,AAC KOKI
B-40-HEXB11-TA-A1-14X130,2A045A.....B-40  TA-A1-14X130  NISSEI SEIKO,Active,4,STOCK CAGE,EA,2.63,AAC KOKI
B-410-P2,2A009E.....TA-B2-12X180 SOCBOLT,Active,8,STOCK CAGE,EA,1.44,AAC KOKI
B-410-SOCBOLT-TA-B2-12X180,1ZN040F.....B-410  TA-B2-12X180  NISSEI SEIKO,Active,8,STOCK CAGE,EA,1.44,AAC KOKI
B-411-SOCBOLT-TA-B2-12X200,1ZN040H.....B-411  TA-B2-12X200  NISSEI SEIKO,Active,20,STOCK CAGE,EA,1.89,AAC KOKI
B-412-SOCBOLT-TA-B2-12X270,1ZN005D.....B-412  TA-B2-12X270  NISSEI SEIKO,Active,20,STOCK CAGE,EA,14.75,AAC KOKI
B-413-SOCBOLT-TA-B2-12X240,1ZN005B.....B-413  TA-B2-12X240  NISSEI SEIKO,Active,11,STOCK CAGE,EA,2.38,AAC KOKI
B-414-P2,2A009F.....TA-B2-12X175 SOCBOLT,Active,8,STOCK CAGE,EA,15.38,AAC KOKI
B-414-SOCBOLT-TA-B2-12X175,B-0414  TA-B2-12X175  NISSEI SEIKO   ( ? ),Inactive,0,,,4.7,AAC KOKI
B-415-SOCBOLT-TA-B2-12X120,OBSOLETE.....B-415  TA-B2-12X120  NISSEI SEIKO  [SAME AS B-400],Inactive,0,,,0.71,AAC KOKI
B-416-SOCBOLT-TA-B2-12X210,1ZN005A.....B-416  TA-B2-12X210  NISSEI SEIKO,Active,18,STOCK CAGE,EA,1.84,AAC KOKI
B-417-SOCBOLT-TA-B2-12X190,1ZN040G.....B-417  TA-B2-12X190  NISSEI SEIKO,Active,20,STOCK CAGE,EA,1.43,AAC KOKI
B-418-SOCBOLT-TA-B2-12X105,1ZN031A.....B-418  TA-B2-12x105  NISSEI SEIKO,Active,16,STOCK CAGE,EA,4.91,AAC KOKI
B-419,1ZN005H.....TA-B2-12X350 SOCKET HEAD BOLT,Active,15,STOCK CAGE,EA,28.6,AAC KOKI
B-419-P2,.....TA-B2-12X350 SOCBOLT,Active,0,,,43.82,AAC KOKI
B-420,1ZN005C.....12X245 SOCKET HEAD BOLT,Active,6,STOCK CAGE,EA,73.53,AAC KOKI
B-421-SOCBOLT-TA-B2-14X040,1ZN014C.....B-421  TA-B2-14X040  NISSEI SEIKO,Active,6,STOCK CAGE,EA,5.46,AAC KOKI
B-422-SOCBOLT-TA-B2-14X050,1ZN014D.....B-422  TA-B2-14X050  NISSEI SEIKO,Active,52,STOCK CAGE,EA,0.63,AAC KOKI
B-423-SOCBOLT-TA-B2-14X055,1ZN014E.....B-423  TA-B2-14X055  NISSEI SEIKO,Active,17,STOCK CAGE,EA,0.67,AAC KOKI
B-424-SOCBOLT-TA-B2-14X120,1ZN014F.....B-424  TA-B2-14X120  NISSEI SEIKO,Active,6,STOCK CAGE,EA,1.24,AAC KOKI
B-425-SOCBOLT-TA-B2-14X130,1ZN014G.....B-425  TA-B2-14X130  NISSEI SEIKO,Active,15,STOCK CAGE,EA,1.11,AAC KOKI
B-426-SOCBOLT-TA-B2-14X140,1ZN014H.....B-426  TA-B2-14X140  NISSEI SEIKO,Active,17,STOCK CAGE,EA,1.43,AAC KOKI
B-427-SOCHEAD-M36X120,1J007C.....M36 X 120 SOCKET HEAD BOLT,NoPurchase,0,,,27.9,AAC KOKI
B-431-SOCBOLT-TA-B2-16X030,1ZN023A.....B-431  TA-B2-16X030  NISSEI SEIKO,Active,4,STOCK CAGE,EA,0.68,AAC KOKI
B-432-SOCBOLT-TA-B2-16X035,1ZN023B.....B-432  TA-B2-16X035  NISSEI SEIKO,Active,0,,,0.73,AAC KOKI
B-433-SOCBOLT-TA-B2-16X040,1ZN023C.....B-433  TA-B2-16X040  NISSEI SEIKO,Active,3,STOCK CAGE,EA,0.65,AAC KOKI
B-434-SOCBOLT-TA-B2-16X045,1ZN023D.....B-434  TA-B2-16X045  NISSEI SEIKO,Active,8,STOCK CAGE,EA,0.83,AAC KOKI
B-435-SOCBOLT-TA-B2-16X050,1ZN023E.....B-435  TA-B2-16X050  NISSEI SEIKO,Active,1,STOCK CAGE,EA,0.74,AAC KOKI
B-436-SOCBOLT-TA-B2-16X055,1ZN023F.....B-436  TA-B2-16X055  NISSEI SEIKO,Active,12,STOCK CAGE,EA,0.95,AAC KOKI
B-437-SOCBOLT-TA-B2-16X065,1ZN023H.....B-437  TA-B2-16X065  NISSEI SEIKO,Active,18,STOCK CAGE,EA,0.92,AAC KOKI
B-438-SOCBOLT-TA-B2-16X070,1ZN032A.....B-438  TA-B2-16X070  NISSEI SEIKO,Active,4,STOCK CAGE,EA,0.88,AAC KOKI
B-439-SOCBOLT-TA-B2-16X075,1ZN032B.....B-439  TA-B2-16X075  NISSEI SEIKO,Active,19,STOCK CAGE,EA,1.01,AAC KOKI
B-440-SOCBOLT-TA-B2-16X080,1ZN032C.....B-440  TA-B2-16X080  NISSEI SEIKO,Active,18,STOCK CAGE,EA,1.08,AAC KOKI
B-441-SOCBOLT-TA-B2-16X085,1ZN032D.....B-441  TA-B2-16X085  NISSEI SEIKO,Active,8,STOCK CAGE,EA,1.1,AAC KOKI
B-442-SOCBOLT-TA-B2-16X090,1ZN032E.....B-442  TA-B2-16X090  NISSEI SEIKO,Active,10,STOCK CAGE,EA,1.18,AAC KOKI
B-443-SOCBOLT-TA-B2-16X095,1ZN032F.....B-443  TA-B2-16X095  NISSEI SEIKO,Active,12,STOCK CAGE,EA,1.25,AAC KOKI
B-444-SOCBOLT-TA-B2-16X100,1ZN032G.....B-444  TA-B2-16X100  NISSEI SEIKO,Active,18,STOCK CAGE,EA,1.27,AAC KOKI
B-445-SOCBOLT-TA-B2-16X105,1ZN041A.....B-445  TA-B2-16X105  NISSEI SEIKO,Active,15,STOCK CAGE,EA,2.84,AAC KOKI
B-446-SOCBOLT-TA-B2-16X110,1ZN041B.....B-446  TA-B2-16X110  NISSEI SEIKO,Active,20,STOCK CAGE,EA,1.42,AAC KOKI
B-447-SOCBOLT-TA-B2-16X115,1ZN041C.....B-447  TA-B2-16X115  NISSEI SEIKO,Active,12,STOCK CAGE,EA,1.5,AAC KOKI
B-448-SOCBOLT-TA-B2-16X120,1ZN041D.....B-448  TA-B2-16X120  NISSEI SEIKO,Active,0,,,1.56,AAC KOKI
B-449-SOCBOLT-TA-B2-16X125,1ZN041E.....B-449  TA-B2-16X125  NISSEI SEIKO,Active,11,STOCK CAGE,EA,2.23,AAC KOKI
B-450-SOCBOLT-TA-B2-16X130,1ZN041F.....B-450  TA-B2-16X130  NISSEI SEIKO,Active,14,STOCK CAGE,EA,1.52,AAC KOKI
B-451-SOCBOLT-TA-B2-16X135,1ZN041G.....B-451  TA-B2-16X135  NISSEI SEIKO,Active,20,STOCK CAGE,EA,2.9,AAC KOKI
B-452-SOCBOLT-TA-B2-16X140,1ZN006A.....B-452  TA-B2-16X140  NISSEI SEIKO,Active,15,STOCK CAGE,EA,1.54,AAC KOKI
B-453-SOCBOLT-TA-B2-16X145,1ZN006B.....B-453  TA-B2-16X145  NISSEI SEIKO,Active,16,STOCK CAGE,EA,16.33,AAC KOKI
B-454-SOCBOLT-TA-B2-16X150,1ZN006C.....B-454  TA-B2-16X150  NISSEI SEIKO,Active,17,STOCK CAGE,EA,1.92,AAC KOKI
B-455-SOCBOLT-TA-B2-16X155,1ZN006D.....B-455  TA-B2-16X155  NISSEI SEIKO,Active,7,STOCK CAGE,EA,5.46,AAC KOKI
B-456-SOCBOLT-TA-B2-16X160,1ZN006E.....B-456  TA-B2-16X160  NISSEI SEIKO,Active,19,STOCK CAGE,EA,2,AAC KOKI
B-457-SOCBOLT-TA-B2-16X165,1ZN006F.....B-457  TA-B2-16X165  NISSEI SEIKO,Active,19,STOCK CAGE,EA,6.75,AAC KOKI
B-458-SOCBOLT-TA-B2-16X170,1ZN006G.....B-458  TA-B2-16X170  NISSEI SEIKO,Active,5,STOCK CAGE,EA,2.26,AAC KOKI
B-459-SOCBOLT-TA-B2-16X175,1ZN015A.....B-459  TA-B2-16X175  NISSEI SEIKO,Active,5,STOCK CAGE,EA,17.67,AAC KOKI
B-460-SOCBOLT-TA-B2-16X180,1ZN015B.....B-460  TA-B2-16X180  NISSEI SEIKO,Active,16,STOCK CAGE,EA,10.63,AAC KOKI
B-461-SOCBOLT-TA-B2-16X190,1ZN015D.....B-461  TA-B2-16X190  NISSEI SEIKO,Active,4,STOCK CAGE,EA,2.14,AAC KOKI
B-462-SOCBOLT-TA-B2-16X195,1ZN015E.....B-462  TA-B2-16X195  NISSEI SEIKO,Active,1,STOCK CAGE,EA,18.77,AAC KOKI
B-463-SOCBOLT-TA-B2-16X200,1ZN015F.....B-463  TA-B2-16X200  NISSEI SEIKO,Active,10,STOCK CAGE,EA,2.57,AAC KOKI
B-464-TA-B2-16X210,"OBSOLETE.....B-464  TA-B2-16X210 (up froTA-B2- L=205,null,null);;;  NISSEI SEIKO ( SAME AS B-465 )",Inactive,0,,,3.6,AAC KOKI
B-465-SOCBOLT-TA-B2-16X210,1ZN015G.....B-465  TA-B2-16X210  NISSEI SEIKO,Active,20,STOCK CAGE,EA,2.88,AAC KOKI
B-466-SOCBOLT-TA-B2-16X220,1ZN024A.....B-466  TA-B2-16X220   NISSEI SEIKO,Active,62,STOCK CAGE,EA,3.85,AAC KOKI
B-467-SOCBOLT-TA-B2-16X230,1ZN024C.....B-467  TA-B2-16X230  NISSEI SEIKO,Active,9,STOCK CAGE,EA,4.05,AAC KOKI
B-468-TA-B2-16X240,"INACTIVE.....B-468  TA-B2-16X240 (up froTA-B2- L=235,null,null);;;  NISSEI SEIKO",Inactive,0,,,10.66,AAC KOKI
B-469-SOCBOLT-TA-B2-16X240,1ZN024E.....B-469  TA-B2-16X240  NISSEI SEIKO,Active,15,STOCK CAGE,EA,4.29,AAC KOKI
B-470-TA-B2-16X250,"1ZN024G.....B-470  TA-B2-16X250 (up froTA-B2- L=245,null,null);;;  NISSEI SEIKO",Active,18,STOCK CAGE,EA,4.26,AAC KOKI
B-471-SOCBOLT-TA-B2-16X260,1ZN033A.....B-471  TA-B2-16X260  NISSEI SEIKO,Active,1,STOCK CAGE,EA,15.14,AAC KOKI
B-472-SOCBOLT-TA-B2-16X280,1ZN033E.....B-472  TA-B2-16X280  NISSEI SEIKO,Active,12,STOCK CAGE,EA,4.77,AAC KOKI
B-473-TA-B2-16X290,"1ZN033G.....B-473  TA-B2-16X290 (up froTA-B2- L=285,null,null);;;  NISSEI SEIKO",Active,15,STOCK CAGE,EA,17.32,AAC KOKI
B-474-SOCBOLT-TA-B2-16X300,1ZN042A.....B-474  TA-B2-16X300  NISSEI SEIKO,Active,10,STOCK CAGE,EA,5.71,AAC KOKI
B-475-SOCBOLT-TA-B2-16X305,1ZN042B.....B-475  TA-B2-16X305  NISSEI SEIKO,Active,3,STOCK CAGE,EA,32.97,AAC KOKI
B-476-SOCBOLT-TA-B2-16X60,1ZN023G.....B-476  TA-B2-16X60  NISSEI SEIKO,Active,10,STOCK CAGE,EA,1.06,AAC KOKI
B-477-SOCBOLT-TA-B2-16X350,1ZN042E.....B-477  TA-B2-16X350  NISSEI SEIKO,Active,10,STOCK CAGE,EA,25.07,AAC KOKI
B-478-SOCBOLT-TA-B2-16X250,OBSOLETE.....B-478  TA-B2-16X250   NISSEI SEIKO [SAME AS B-470],Inactive,0,,,11.14,AAC KOKI
B-479-SOCBOLT-TA-B2-16X185,1ZN015C.....B-479  TA-B2-16X185  NISSEI SEIKO,Active,6,STOCK CAGE,EA,4.2,AAC KOKI
B-480-SOCBOLT-TA-B2-16X290,OBSOLETE.....B-480  TA-B2-16X290   NISSEI SEIKO   ( SAME AS B-473 ),Inactive,0,,,9.04,AAC KOKI
B-481-SOCBOLT-TA-B2-16X320,1ZN042C.....B-481  TA-B2-16X320  NISSEI SEIKO,Active,8,STOCK CAGE,EA,12.13,AAC KOKI
