Date,Plant,Shift,Machine Number,Part Description,Die Number,Die Related Downtime Reason,Die Related Downtime Minutes,Die Related Downtime Notes,DRD DT Description,DRD Start Time,DRD Stop Time
23-May-23,AAC Plant 2,2,500-3,G903 Stator Wheel DC,8,Die Polish,20,e-polish,Die Related,03:50 AM,04:10 AM
23-May-23,AAC Plant 2,2,800-1,908K Center Support DC,2,Die Polish,9,e-polish,Die Related,07:25 PM,07:34 PM
24-May-23,AAC Plant 2,1,2250-1,19MY NONPTO TRANSMISSION CASE DC,1,Die Polish,30,e-polish,Die Related,05:15 AM,05:45 AM
24-May-23,AAC Plant 2,1,2250-1,19MY NONPTO TRANSMISSION CASE DC,1,Die Polish,-30,,,,
24-May-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Cavity Damage,50,calling die maint replace sprue bushing,Die Related,09:35 AM,10:25 AM
24-May-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Cavity Damage,185,waiting on ms carry over,Die Related,05:00 AM,08:05 AM
24-May-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,5,Flash Out,10,small bisc flash out,Die Related,10:00 AM,10:10 AM
24-May-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,5,Flash Out,15,ulr fault thick flash,Die Related,10:15 AM,10:30 AM
24-May-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,Water Leak,135,broke pin c2 die change,Die Related,07:40 AM,09:55 AM
24-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,7,Water Leak,320,cracked insert,Die Related,10:40 AM,04:00 PM
24-May-23,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,Water Leak,15,carry over core swap die change  water leak on c3,Die Related,11:30 AM,11:45 AM
24-May-23,AAC Plant 2,1,2250-4,984F Crankcase DC,1,Stuck part(Die),10,ulr broke bisc,Die Related,10:05 AM,10:15 AM
24-May-23,AAC Plant 2,1,2250-4,984F Crankcase DC,1,Water Flow (Die),10,ulr fault bisc bent,Die Related,07:55 AM,08:05 AM
24-May-23,AAC Plant 2,1,2250-4,984F Crankcase DC,1,Stuck part(Die),20,ulr fault,Die Related,01:00 PM,01:20 PM
24-May-23,AAC Plant 2,1,2250-4,984F Crankcase DC,1,Stuck part(Die),15,ulr fault,Die Related,03:10 PM,03:25 PM
24-May-23,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,5,Water Leak,70,carry over die change,Die Related,11:35 AM,12:45 PM
24-May-23,AAC Plant 2,1,2250-6,946F Crankcase DC,14,Date Stamp-DRD,20,date stamp,Die Related,05:15 AM,05:35 AM
24-May-23,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Polish,30,e-polish,Die Related,05:15 AM,05:45 AM
24-May-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Flash Out,20,trim press part not spinning,Die Related,02:05 AM,02:25 AM
24-May-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,8,Flash Out,5,flasjed out around guide pins,Die Related,08:50 AM,08:55 AM
24-May-23,AAC Plant 2,1,800-1,908K Center Support DC,2,Die Polish,15,e-polish,Die Related,03:41 PM,03:56 PM
24-May-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,Die Polish,30,e-polish,Die Related,11:07 AM,11:37 AM
24-May-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,Die Polish,20,e-polish,Die Related,05:42 AM,06:02 AM
24-May-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,Die Polish,34,e-polish,Die Related,12:02 PM,12:36 PM
24-May-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,Die Polish,45,e-polish,Die Related,06:50 AM,07:35 AM
24-May-23,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",1,Cavity Damage,45,broke pin c2,Die Related,07:00 PM,07:45 PM
24-May-23,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",1,L/S Issue,25,c2 process t/o,Die Related,11:35 PM,12:00 AM
24-May-23,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",1,L/S Issue,15,core not reading insert,Die Related,09:30 PM,09:45 PM
24-May-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,5,Vacuum (Die),70,vac fault,Die Related,07:50 PM,09:00 PM
24-May-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,5,Cavity Damage,305,broke pin c4,Die Related,10:55 PM,04:00 AM
24-May-23,AAC Plant 2,2,500-3,G903 Stator Wheel DC,8,Die Chip/Crack,50,die chip A cavity die chip,Die Related,02:20 AM,03:10 AM
24-May-23,AAC Plant 2,2,800-1,908K Center Support DC,2,Die Polish,13,e-polish per qc,Die Related,08:35 PM,08:48 PM
25-May-23,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,L/S Issue,35,c1 not reading insert,Die Related,05:15 AM,05:50 AM
25-May-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,12,Die Polish,30,drag mark on ss,Die Related,02:30 PM,03:00 PM
25-May-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,12,L/S Issue,25,c3 not reading,Die Related,01:05 PM,01:30 PM
25-May-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Die Chip/Crack,45,die chip on ss,Die Related,09:35 AM,10:20 AM
25-May-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,Die Chip/Crack,40,die chip c1 ladle,Die Related,01:00 PM,01:40 PM
25-May-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,Die Chip/Crack,-40,,,,
25-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,7,Flash Out,10,servo fault,Die Related,11:25 AM,11:35 AM
25-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,7,Flash Out,15,servo fault,Die Related,10:55 AM,11:10 AM
25-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,7,Cavity Damage,80,pulled ss for repair,Die Related,06:05 AM,07:25 AM
25-May-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,2,L/S Issue,20,c2 ls fault,Die Related,12:50 AM,01:10 AM
25-May-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,2,Vacuum (Die),10,die close pto vac runner stuck ss,Die Related,08:00 PM,08:10 PM
25-May-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,2,L/S Issue,50,carry over from prev shift c2 insert pto,Die Related,05:15 AM,06:05 AM
25-May-23,AAC Plant 2,1,2250-4,984F Crankcase DC,1,Stuck part(Die),20,ulr fault bisc bent,Die Related,09:45 AM,10:05 AM
25-May-23,AAC Plant 2,1,2250-4,984F Crankcase DC,1,Stuck part(Die),15,ulr fault bisc stuck  to sprue core,Die Related,07:35 AM,07:50 AM
25-May-23,AAC Plant 2,1,2250-9,881 Oil Pan DC,11,Die Chip/Crack,45,die chip repair,Die Related,04:00 PM,04:45 PM
25-May-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Stuck part(Die),20,stuck piece,Die Related,10:45 AM,11:05 AM
25-May-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Stuck part(Die),15,stuck piece,Die Related,02:00 PM,02:15 PM
25-May-23,AAC Plant 2,1,800-1,908K Center Support DC,2,Water Leak,22,leak water line shot rod,Die Related,11:00 AM,11:22 AM
25-May-23,AAC Plant 2,1,800-1,908K Center Support DC,2,Die Polish,29,e-polish,Die Related,01:11 PM,01:40 PM
25-May-23,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",1,Cavity Damage,50,broke pin c2,Die Related,11:50 PM,12:40 AM
25-May-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,6,Die Chip/Crack,40,die chip,Die Related,01:00 AM,01:40 AM
25-May-23,AAC Plant 2,2,2250-4,984F Crankcase DC,1,Stuck part(Die),30,stuck partial on c2,Die Related,05:15 PM,05:45 PM
25-May-23,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,3,Die Polish,60,e-polish build,Die Related,02:30 AM,03:30 AM
25-May-23,AAC Plant 2,2,2250-9,881 Oil Pan DC,11,Die Chip/Crack,20,ng die repair,Die Related,03:40 AM,04:00 AM
25-May-23,AAC Plant 2,2,2250-9,881 Oil Pan DC,11,Die Chip/Crack,60,shut down ng die repair,Die Related,12:50 AM,01:50 AM
25-May-23,AAC Plant 2,2,2250-9,881 Oil Pan DC,11,Die Chip/Crack,130,carry over die chip repair,Die Related,10:35 PM,12:45 AM
26-May-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,5,Flash Out,20,flash out,Die Related,11:05 AM,11:25 AM
26-May-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,Cavity Damage,120,broke pin detect broke pin on ss,Die Related,09:00 AM,11:00 AM
26-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,7,Stuck part(Die),85,stuck part die didnt open ss core set stuck to m/s,Die Related,06:45 AM,08:10 AM
26-May-23,AAC Plant 2,1,2250-4,984F Crankcase DC,1,Water Leak,130,pwc fault broke pin detect,Die Related,07:30 AM,09:40 AM
26-May-23,AAC Plant 2,1,2250-6,984F Crankcase DC,5,Date Stamp-DRD,15,stuck date stamp,Die Related,05:15 AM,05:30 AM
26-May-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Die Polish,30,e-polish,Die Related,08:30 AM,09:00 AM
26-May-23,AAC Plant 2,1,2250-9,881 Oil Pan DC,11,Water Leak,80,sprue bushing leaking,Die Related,10:20 AM,11:40 AM
26-May-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Flash Out,10,small bisc flashed out,Die Related,02:40 PM,02:50 PM
26-May-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Flash Out,15,small bisc flashed out,Die Related,02:00 PM,02:15 PM
26-May-23,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,12,Flash Out,160,flashed through vac blocl,Die Related,11:00 PM,01:40 AM
26-May-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,13,Die Chip/Crack,30,dm finishing die change c2 die chip,Die Related,02:10 AM,02:40 AM
26-May-23,AAC Plant 2,2,2250-9,881 Oil Pan DC,11,Cavity Damage,50,ulr fault broke pin ms c3,Die Related,12:00 AM,12:50 AM
26-May-23,AAC Plant 2,2,800-1,908K Center Support DC,3,Hydraulic Issue (Die),16,hyd leak ms powder,Die Related,09:15 PM,09:31 PM
26-May-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,Hydraulic Issue (Die),43,hyd leak m/s poweder,Die Related,01:15 AM,01:58 AM
27-May-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,12,Die Chip/Crack,40,die chip repair,Die Related,05:40 AM,06:20 AM
27-May-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,13,Die Chip/Crack,25,carry over die chip repair,Die Related,01:15 PM,01:40 PM
27-May-23,AAC Plant 2,1,2250-9,881 Oil Pan DC,11,Date Stamp-DRD,10,stuck date stamp,Die Related,05:15 AM,05:25 AM
27-May-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,Die Polish,23,e-polish,Die Related,06:39 AM,07:02 AM
27-May-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,Stuck part(Die),60,stuck part and water leak,Die Related,08:27 AM,09:27 AM
27-May-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,Flash Out,100,"flash out between a,b / die change",Die Related,10:46 AM,12:26 PM
27-May-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,Stuck part(Die),23,stuck part c2 out t/o,Die Related,07:42 AM,08:05 AM
27-May-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,13,Hydraulic Issue (Die),60,hyd leak,Die Related,01:10 PM,02:10 PM
27-May-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,Die Polish,40,e-polish blow out powder lines,Die Related,07:35 AM,08:15 AM
27-May-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,Die Polish,30,e-polish,Die Related,08:43 AM,09:13 AM
27-May-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,Die Polish,24,e-polish,Die Related,06:01 AM,06:25 AM
27-May-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,5,Water Leak,20,water leak bottom of die,Die Related,02:20 AM,02:40 AM
27-May-23,AAC Plant 2,2,2250-9,881 Oil Pan DC,11,Other (Die),50,shut down dm request broke bolt on c2,Die Related,05:50 PM,06:40 PM
27-May-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,13,L/S Issue,22,ls fault,Die Related,08:17 PM,08:39 PM
27-May-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,13,Die Polish,7,e-polish,Die Related,06:25 PM,06:32 PM
30-May-23,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,Cavity Damage,65,cycle stop,Die Related,12:55 PM,02:00 PM
30-May-23,AAC Plant 2,1,2250-1,946F Crankcase DC,13,Vacuum (Die),270,flashed through vac block,Die Related,05:30 AM,10:00 AM
30-May-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,12,Stuck part(Die),30,c2 time over stuck part,Die Related,09:10 AM,09:40 AM
30-May-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,12,Vacuum (Die),25,vac seal on ss ng,Die Related,07:10 AM,07:35 AM
30-May-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,13,Die Chip/Crack,50,die chip c2,Die Related,11:15 AM,12:05 PM
30-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,7,Stuck part(Die),10,stuck part on c3,Die Related,05:30 AM,05:40 AM
30-May-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,2,Die Chip/Crack,40,die chip repair qe req,Die Related,01:20 PM,02:00 PM
30-May-23,AAC Plant 2,1,2250-3,908K TAH FWD DC,2,Die Polish,30,stuck part safety fence open,Die Related,12:50 PM,01:20 PM
30-May-23,AAC Plant 2,1,2250-3,908K TAH FWD DC,2,Die Polish,15,e-polish,Die Related,12:15 PM,12:30 PM
30-May-23,AAC Plant 2,1,2250-3,908K TAH FWD DC,2,Stuck part(Die),20,stuck part s/r safety open,Die Related,11:55 AM,12:15 PM
30-May-23,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Stuck part(Die),25,stuck part c1 return t/o,Die Related,05:55 AM,06:20 AM
30-May-23,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Stuck part(Die),30,stuck part c1 return,Die Related,05:20 AM,05:50 AM
30-May-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Die Polish,20,e-polish,Die Related,05:30 AM,05:50 AM
30-May-23,AAC Plant 2,1,2250-9,881 Oil Pan DC,11,Die Polish,120,broke cylinder bolts,Die Related,06:40 AM,08:40 AM
30-May-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Flash Out,15,flashed out,Die Related,12:05 PM,12:20 PM
30-May-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Stuck part(Die),20,chunk out stuck piece,Die Related,09:20 AM,09:40 AM
30-May-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Flash Out,6,flash out,Die Related,10:00 AM,10:06 AM
30-May-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,8,Flash Out,10,flashed out,Die Related,12:40 PM,12:50 PM
30-May-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,8,Flash Out,10,small bisc flashed out,Die Related,04:05 PM,04:15 PM
30-May-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,8,Flash Out,10,flashed out,Die Related,03:40 PM,03:50 PM
30-May-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,13,Die Polish,23,e-polish,Die Related,08:15 AM,08:38 AM
30-May-23,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",1,Vacuum (Die),75,vac fault flashed through,Die Related,11:30 AM,12:45 AM
30-May-23,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",1,Stuck part(Die),20,stuck partial ms,Die Related,06:45 PM,07:05 PM
30-May-23,AAC Plant 2,2,2250-1,946F Crankcase DC,13,Vacuum (Die),270,flashed through vac block,Die Related,05:30 AM,10:00 AM
30-May-23,AAC Plant 2,2,2250-1,946F Crankcase DC,13,Vacuum (Die),-270,,,,
30-May-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,5,Die Polish,30,e-polish qc req,Die Related,08:55 AM,09:25 AM
30-May-23,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,7,Die Chip/Crack,35,die chip ng die chip c1 ladle area,Die Related,08:05 PM,08:40 PM
30-May-23,AAC Plant 2,2,2250-2,908K TAH AWD DC,2,Water Leak,65,water leak broke pin c2,Die Related,03:40 AM,04:45 AM
30-May-23,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Die Polish,35,e-polish,Die Related,08:40 PM,09:15 PM
30-May-23,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,7,Die Chip/Crack,35,shut down die chips on ss,Die Related,03:55 AM,04:30 AM
30-May-23,AAC Plant 2,2,2250-6,984F Crankcase DC,5,Cavity Damage,35,shut down drag mark ss,Die Related,09:00 PM,09:35 PM
30-May-23,AAC Plant 2,2,2250-6,984F Crankcase DC,5,Die Chip/Crack,35,die chip repair s/s,Die Related,08:05 PM,08:40 PM
30-May-23,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Date Stamp-DRD,170,stuck date stamp,Die Related,06:30 PM,09:20 PM
30-May-23,AAC Plant 2,2,2250-9,881 Oil Pan DC,11,Die Chip/Crack,75,shut down qc req die chip,Die Related,01:25 AM,03:40 AM
30-May-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,13,Die Polish,9,e-polish per qc galling on ss,Die Related,01:43 AM,01:52 AM
31-May-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Die Polish,45,drag mark on spline,Die Related,08:00 AM,08:45 AM
31-May-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Die Polish,60,drag mark on spline,Die Related,10:35 AM,11:35 AM
31-May-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Die Polish,45,drag mark on spline,Die Related,09:25 AM,10:10 AM
31-May-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Die Polish,35,drag mark on spline,Die Related,07:05 AM,07:40 AM
31-May-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Die Polish,35,drag mark on spline,Die Related,06:10 AM,06:45 AM
31-May-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,1,Cavity Damage,60,carry over finish setting die 2,Die Related,05:15 AM,06:15 AM
31-May-23,AAC Plant 2,1,2250-3,G300 TA HOUSING FWD DC,4,Cavity Damage,35,ej pin low,Die Related,09:10 AM,09:45 AM
31-May-23,AAC Plant 2,1,2250-3,G300 TA HOUSING FWD DC,4,Stuck part(Die),15,die close t/o,Die Related,02:25 PM,02:40 PM
31-May-23,AAC Plant 2,1,2250-3,G300 TA HOUSING FWD DC,4,Stuck part(Die),60,vac runner sticking ss,Die Related,02:40 PM,03:40 PM
31-May-23,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,7,Flash Out,10,flash out small bisc,Die Related,12:20 PM,12:30 PM
31-May-23,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,7,Flash Out,5,flash out small bisc,Die Related,12:35 PM,12:40 PM
31-May-23,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Cavity Damage,15,die chip c3,Die Related,08:10 AM,08:25 AM
31-May-23,AAC Plant 2,1,2250-7,A467 Transmission Housing DC,4,L/S Issue,10,core 4 ls,Die Related,12:50 PM,01:00 PM
31-May-23,AAC Plant 2,1,2250-9,881 Oil Pan DC,11,Vacuum (Die),70,flash out vac block,Die Related,10:05 AM,11:15 AM
31-May-23,AAC Plant 2,1,2250-9,881 Oil Pan DC,11,Cavity Damage,45,drag mark m/s,Die Related,01:00 AM,01:45 AM
31-May-23,AAC Plant 2,1,2250-9,881 Oil Pan DC,11,Cavity Damage,25,drag mark check ej pin,Die Related,11:55 AM,12:20 PM
31-May-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Flash Out,15,flashed out,Die Related,11:05 AM,12:05 PM
31-May-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,8,Cavity Damage,465,carry over wait on back up,Die Related,05:15 AM,01:00 PM
31-May-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,13,Die Polish,26,e-polish,Die Related,10:00 AM,10:26 AM
31-May-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,13,Die Polish,27,e-polish,Die Related,06:18 AM,06:45 AM
31-May-23,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",3,Die Polish,20,e-polish,Die Related,01:55 AM,02:15 AM
31-May-23,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",3,Cavity Damage,45,bent pin c3,Die Related,03:35 AM,04:20 AM
31-May-23,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,12,Die Polish,10,carry over 4s+d,Die Related,02:00 AM,02:10 AM
31-May-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,14,Cavity Damage,35,spline damage c3,Die Related,04:10 AM,04:45 AM
31-May-23,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Polish,15,e-polish,Die Related,05:15 PM,05:30 PM
31-May-23,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Polish,10,shut down qc req,Die Related,04:00 AM,04:10 AM
1-Jun-23,AAC Plant 2,1,2250-1,946F Crankcase DC,13,Date Stamp-DRD,35,month stamp stuck,Die Related,05:15 AM,05:50 AM
1-Jun-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,12,Stuck part(Die),70,stuck part c1,Die Related,02:30 PM,03:40 PM
1-Jun-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Die Chip/Crack,185,dn working on die repair,Die Related,05:00 AM,08:05 AM
1-Jun-23,AAC Plant 2,1,2250-2,908K TAH FWD DC,2,Cavity Damage,115,carry over from prev shift,Die Related,05:30 AM,07:25 AM
1-Jun-23,AAC Plant 2,1,2250-3,G300 TA HOUSING FWD DC,4,Cavity Damage,20,low ej pin,Die Related,07:00 AM,07:20 AM
1-Jun-23,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,7,Water Leak,20,water leak broke pin,Die Related,08:00 AM,08:20 AM
1-Jun-23,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,7,Water Leak,30,die change broke pin,Die Related,08:20 AM,08:50 AM
1-Jun-23,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Polish,55,e-polish,Die Related,05:15 AM,06:10 AM
1-Jun-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Flash Out,15,flash out,Die Related,06:00 AM,06:15 AM
1-Jun-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Flash Out,25,part not spinning,Die Related,06:30 AM,06:55 AM
1-Jun-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Flash Out,60,clean new die,Die Related,07:20 AM,08:20 AM
1-Jun-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Die Polish,60,e-polish,Die Related,08:40 AM,09:40 AM
1-Jun-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Die Polish,10,e-polish,Die Related,10:00 AM,10:10 AM
1-Jun-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Flash Out,20,flash out,Die Related,10:45 AM,11:05 AM
1-Jun-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,8,Flash Out,10,flash out,Die Related,09:20 AM,09:30 AM
1-Jun-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,13,Stuck part(Die),20,die open pto,Die Related,02:55 AM,03:15 AM
1-Jun-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,13,Stuck part(Die),23,core 5 pto,Die Related,09:47 AM,10:10 AM
1-Jun-23,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,12,Other (Die),110,carry over,Die Related,05:15 AM,07:05 AM
1-Jun-23,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,12,Die Chip/Crack,45,die chips,Die Related,08:30 AM,09:15 AM
1-Jun-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,14,Die Chip/Crack,80,die chip c2,Die Related,07:10 PM,08:30 PM
1-Jun-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,14,Die Chip/Crack,60,die chip c2,Die Related,05:15 PM,06:15 PM
1-Jun-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,5,Flash Out,225,flash out c1,Die Related,10:15 PM,02:00 AM
1-Jun-23,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,4,Die Polish,30,e-polish,Die Related,03:00 AM,03:30 AM
1-Jun-23,AAC Plant 2,2,2250-9,881 Oil Pan DC,10,Die Chip/Crack,40,shut down qc req die chip ss,Die Related,03:25 AM,04:05 AM
1-Jun-23,AAC Plant 2,2,2250-9,881 Oil Pan DC,10,Die Polish,20,shut down qc req,Die Related,02:50 AM,03:10 AM
2-Jun-23,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",3,Die Polish,20,e-polish,Die Related,12:55 PM,01:15 PM
2-Jun-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,12,Cavity Damage,75,broke pin calling die maint,Die Related,06:20 AM,07:35 AM
2-Jun-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,12,Stuck part(Die),170,stuck part c1,Die Related,01:20 PM,04:10 PM
2-Jun-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,12,Die Chip/Crack,20,die chip on c4,Die Related,11:05 AM,11:25 AM
2-Jun-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Cavity Damage,95,broke insert on c3,Die Related,07:15 AM,08:50 AM
2-Jun-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,7,Flash Out,130,tool in deburr breaking,Die Related,11:50 AM,02:00 PM
2-Jun-23,AAC Plant 2,1,2250-2,908K TAH FWD DC,2,L/S Issue,40,c1 ls fault,Die Related,10:25 AM,11:05 AM
2-Jun-23,AAC Plant 2,1,2250-4,984F Crankcase DC,5,Stuck part(Die),35,shut down stuck metal on c4,Die Related,05:20 AM,05:55 AM
2-Jun-23,AAC Plant 2,1,2250-6,946F Crankcase DC,14,Hydraulic Issue (Die),45,carry over hyd cycle stop,Die Related,05:15 AM,06:00 AM
2-Jun-23,AAC Plant 2,1,2250-7,A467 Extension Housing DC,1,Vacuum (Die),115,flashed thru vac,Die Related,05:45 AM,07:40 AM
2-Jun-23,AAC Plant 2,1,2250-7,A467 Extension Housing DC,1,Die Chip/Crack,50,die chip on ss,Die Related,01:20 PM,02:10 PM
2-Jun-23,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,4,Die Polish,35,e-polish,Die Related,02:40 PM,03:15 PM
2-Jun-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Stuck part(Die),15,bsm table fault,Die Related,08:45 AM,09:00 AM
