Date,Plant,Shift,Machine Number,Part Description,Die Number,Indirect Downtime Reason,Indirect Downtime Minutes,Indirect Downtime Notes,ID DT Description,ID Start Time,ID Stop Time
9-May-22,AAC Plant 2,1,2250-9,587F Crank Case Stiffening DC,29,Die Change,0,scheduled die change,Die Related,12:45 PM,02:45 PM
9-May-22,AAC Plant 2,2,2250-2,744 TA HOUSING FWD DC,3,Die Change,110,broke pin ss pulled ss,Die Related,02:35 AM,04:45 AM
9-May-22,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,3,Die Change,0,scheduled die change,Die Related,02:30 AM,04:30 AM
9-May-22,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,3,Condition Check Die,25,cond check,Die Related,08:10 PM,08:35 PM
9-May-22,AAC Plant 2,2,500-3,G903 Stator Wheel DC,4,Other (Indirect),45,hand chuck on ulr,Casting Process/Equipment,05:15 PM,06:00 PM
9-May-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,9,Water/Die Lube Supply,5,water flow fault,Casting Process/Equipment,09:20 PM,09:25 PM
10-May-22,AAC Plant 2,1,2250-2,744 TA HOUSING FWD DC,2,Condition Check Die,15,condition check,Die Related,04:30 PM,04:45 PM
10-May-22,AAC Plant 2,1,2250-2,744 TA HOUSING FWD DC,3,Die Change,215,die change back up die 2,Die Related,11:30 AM,03:05 PM
10-May-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,2,Condition Check Die,10,condition check develop check,Die Related,06:40 AM,06:50 AM
10-May-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,2,Die Change,40,die change carry over water leaks,Die Related,11:30 AM,12:10 PM
10-May-22,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Die Change,0,scheduled die change,Die Related,05:15 AM,06:30 AM
10-May-22,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Change,0,scheduled die change,Die Related,01:40 PM,02:50 PM
10-May-22,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Clean Up,10,carry over 4s+d,Casting Process/Equipment,10:20 AM,10:30 AM
10-May-22,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",2,Water/Die Lube Supply,10,grease fault air in line,Casting Process/Equipment,12:50 AM,01:00 AM
10-May-22,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",2,Condition Check Die,35,condition check cold shut m/s,Die Related,05:45 PM,06:20 PM
10-May-22,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,13,Other (Indirect),15,shot end ng b/u on shot end,Casting Process/Equipment,05:15 PM,05:30 PM
10-May-22,AAC Plant 2,2,2250-2,744 TA HOUSING FWD DC,2,Condition Check Die,15,cond check,Die Related,10:40 PM,10:55 PM
10-May-22,AAC Plant 2,2,2250-4,946F Crankcase DC,12,Die Change,0,scheduled die change,Die Related,05:15 PM,08:30 PM
10-May-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,9,Other (Indirect),20,ej return process t/o,Casting Process/Equipment,05:15 PM,05:35 PM
11-May-22,AAC Plant 2,1,2250-6,984F Crankcase DC,1,Condition Check Die,20,qc req cond check,Die Related,08:35 AM,08:55 AM
11-May-22,AAC Plant 2,1,2250-6,984F Crankcase DC,1,Condition Check Die,10,qe req cond check,Die Related,04:00 PM,04:10 PM
11-May-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Condition Check Die,50,cond check part cracking,Die Related,06:45 AM,07:35 AM
11-May-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Clean Up,60,cond check part warped,Casting Process/Equipment,12:40 PM,01:40 PM
11-May-22,AAC Plant 2,1,2250-9,587F Crank Case Stiffening DC,29,Die Change,0,scheduled die change,Die Related,02:30 PM,04:45 PM
11-May-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Die Change,0,sched die change,Die Related,03:00 PM,04:45 PM
11-May-22,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",2,Water/Die Lube Supply,10,grease fault,Casting Process/Equipment,08:50 AM,09:00 PM
11-May-22,AAC Plant 2,2,2250-3,744 TA HOUSING AWD DC,3,Die Change,0,die change scheduled,Die Related,01:00 AM,04:45 AM
11-May-22,AAC Plant 2,2,2250-7,587F Crank Case Stiffening DC,29,Other (Indirect),25,carry over die change,Casting Process/Equipment,05:15 PM,05:40 PM
11-May-22,AAC Plant 2,2,2250-9,881 Oil Pan DC,9,Die Change,60,die change,Die Related,05:15 PM,06:15 PM
11-May-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,3,Other (Indirect),180,carry over gate cutter,Casting Process/Equipment,05:15 PM,09:15 PM
11-May-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,8,Die Change,0,scheduled die change,Die Related,03:00 AM,05:00 AM
12-May-22,AAC Plant 2,1,2250-1,946F Crankcase DC,6,Date Stamp-ID,15,change date stamp,Casting Process/Equipment,05:15 AM,05:30 AM
12-May-22,AAC Plant 2,1,2250-6,984F Crankcase DC,1,Die Change,50,die change sq pin hole flash out,Die Related,02:40 PM,03:30 PM
12-May-22,AAC Plant 2,1,2250-7,587F Crank Case Stiffening DC,29,Water/Die Lube Supply,20,spray fault,Casting Process/Equipment,02:10 PM,02:30 PM
12-May-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Die Change,0,sched die change,Die Related,01:45 PM,03:20 PM
12-May-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,9,Other (Indirect),30,over start,Casting Process/Equipment,05:15 AM,05:45 AM
12-May-22,AAC Plant 2,1,500-2,G904 Stator Wheel DC,3,Other (Indirect),5,ladle safety gate opened,Casting Process/Equipment,06:55 AM,07:00 AM
12-May-22,AAC Plant 2,2,2250-1,946F Crankcase DC,6,Die Change,160,die change broke pin core swap,Die Related,01:25 AM,04:45 AM
12-May-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,11,Condition Check Die,15,cond check cold shot on parts,Die Related,02:55 AM,03:10 AM
12-May-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,11,Die Change,95,die change,Die Related,03:10 AM,04:45 AM
13-May-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",2,Other (Indirect),20,maint repairing hyd ;eaks,Casting Process/Equipment,12:00 PM,12:20 PM
13-May-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",2,Die Change,0,scheduled die change,Die Related,03:15 PM,04:45 PM
13-May-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,13,Die Change,120,die change,Die Related,06:00 AM,08:00 AM
13-May-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,9,Other (Indirect),20,over 4s+d,Casting Process/Equipment,12:00 PM,12:20 PM
13-May-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,9,Water/Die Lube Supply,25,die ;ube pressure low,Casting Process/Equipment,02:05 PM,02:30 PM
13-May-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,9,Other (Indirect),15,stop dcm pe working,Casting Process/Equipment,11:00 AM,11:15 AM
13-May-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,Water/Die Lube Supply,105,cycle over clogged water pipe,Casting Process/Equipment,07:30 AM,09:15 AM
13-May-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,Water/Die Lube Supply,120,cycle over,Casting Process/Equipment,10:25 AM,12:25 PM
13-May-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,3,Condition Check Die,7,cond check,Die Related,05:52 AM,05:59 AM
13-May-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,3,Condition Check Die,4,cond check flash,Die Related,11:14 AM,11:18 AM
13-May-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,3,Die Change,11,die change,Die Related,02:00 PM,02:11 PM
13-May-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Die Change,0,scheduled die change,Die Related,05:15 PM,07:30 PM
13-May-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Water/Die Lube Supply,10,grease fault air line,Casting Process/Equipment,01:15 AM,01:25 AM
13-May-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,9,Other (Indirect),60,broke walkboard,Casting Process/Equipment,02:25 AM,03:25 AM
13-May-22,AAC Plant 2,2,2250-3,G300 TA HOUSING FWD DC,3,Die Change,0,scheduled die change,Die Related,06:30 PM,09:10 PM
14-May-22,AAC Plant 2,1,2250-6,984F Crankcase DC,2,Die Change,150,die change broke pin leak on main core behind c1,Die Related,07:20 AM,09:50 AM
14-May-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,6,Die Change,90,die change spring loaded pin on ms,Die Related,06:00 AM,07:30 AM
14-May-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,Die Change,61,die change,Die Related,01:09 PM,02:10 PM
14-May-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Water/Die Lube Supply,10,grease fault,Casting Process/Equipment,01:35 AM,01:45 AM
14-May-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Other (Indirect),20,scrap cjute,Casting Process/Equipment,08:00 PM,08:20 PM
14-May-22,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Other (Indirect),30,over start,Casting Process/Equipment,05:15 PM,05:45 PM
16-May-22,AAC Plant 2,1,2250-3,744 TA HOUSING AWD DC,2,Metal Delivery,60,metal temp low,Casting Process/Equipment,12:20 PM,01:20 PM
16-May-22,AAC Plant 2,1,2250-6,587F Crank Case Stiffening DC,29,Die Change,0,scheduled die  change,Die Related,05:00 AM,07:00 AM
16-May-22,AAC Plant 2,1,2250-7,A467 Transmission Housing DC,3,Die Change,0,scheduled die change,Die Related,05:15 AM,07:15 AM
16-May-22,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Date Stamp-ID,10,date stamp,Casting Process/Equipment,03:15 PM,03:25 PM
16-May-22,AAC Plant 2,1,500-2,G904 Stator Wheel DC,3,Die Change,0,sched die change,Die Related,06:00 AM,08:00 AM
16-May-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,Water/Die Lube Supply,10,quench tank,Casting Process/Equipment,01:50 PM,02:00 PM
16-May-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,3,Condition Check Die,12,cond check,Die Related,04:10 PM,04:22 PM
16-May-22,AAC Plant 2,2,2250-1,946F Crankcase DC,12,N/G Tip or Sleeve Change,130,tip sleeve change,Casting Process/Equipment,10:55 PM,12:45 AM
16-May-22,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,3,Die Change,0,scheduled die change,Die Related,05:15 PM,07:55 PM
16-May-22,AAC Plant 2,2,500-2,B700 V6 Stator Wheel DC,9,Other (Indirect),15,carry over,Casting Process/Equipment,05:15 PM,05:30 PM
16-May-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,6,Condition Check Machine,17,cond check dcm,Casting Process/Equipment,10:44 PM,11:01 PM
16-May-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,6,Condition Check Die,29,cond check die,Die Related,11:01 PM,11:30 PM
17-May-22,AAC Plant 2,1,2250-1,946F Crankcase DC,12,Other (Indirect),15,over start,Casting Process/Equipment,05:15 AM,05:30 AM
17-May-22,AAC Plant 2,1,2250-6,587F Crank Case Stiffening DC,29,Die Change,95,die change broke pin c3,Die Related,11:40 AM,01:15 PM
17-May-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Condition Check Die,20,pe shut down,Die Related,02:55 PM,03:15 PM
17-May-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Other (Indirect),10,cycle over,Casting Process/Equipment,01:50 PM,02:00 PM
17-May-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Water/Die Lube Supply,5,die lube supply ng,Casting Process/Equipment,11:30 AM,11:35 AM
17-May-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Water/Die Lube Supply,10,quench tank overflow,Casting Process/Equipment,10:15 AM,10:25 AM
17-May-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,6,Other (Indirect),6,scrap hopper,Casting Process/Equipment,01:13 PM,01:19 PM
17-May-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,5,Other (Indirect),5,no scrap,Casting Process/Equipment,03:00 PM,03:05 PM
17-May-22,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",2,Water/Die Lube Supply,10,grease fault,Die Related,04:10 AM,04:20 AM
17-May-22,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",2,Die Change,0,scheduled die change,Die Related,05:15 PM,09:00 PM
17-May-22,AAC Plant 2,2,2250-6,587F Crank Case Stiffening DC,31,Die Change,0,scheduled die change,Die Related,04:10 AM,04:45 AM
17-May-22,AAC Plant 2,2,2250-7,A467 Adaptor DC,3,Die Change,0,scheduled die change,Die Related,05:15 PM,09:30 PM
17-May-22,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,3,Condition Check Die,40,cond check,Die Related,01:20 AM,02:00 AM
17-May-22,AAC Plant 2,2,500-2,B700 V6 Stator Wheel DC,9,Die Change,0,sched die change,Die Related,03:00 AM,05:00 AM
18-May-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,9,Clean Up,45,carry over 4s+d,Casting Process/Equipment,11:00 AM,11:45 AM
18-May-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,8,Metal Delivery,15,out of metal,Casting Process/Equipment,09:55 AM,10:10 AM
18-May-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,8,Metal Delivery,20,out of metal,Casting Process/Equipment,11:10 AM,11:30 AM
18-May-22,AAC Plant 2,1,2250-5,G300 TA HOUSING FWD DC,2,Die Change,0,scheduled die change,Die Related,05:00 AM,07:30 AM
18-May-22,AAC Plant 2,1,2250-6,984F Crankcase DC,1,Condition Check Die,15,cond check discoloration on parts,Die Related,09:05 AM,09:20 AM
18-May-22,AAC Plant 2,1,2250-6,984F Crankcase DC,1,Die Change,50,die change hyd leak,Die Related,09:20 AM,10:10 AM
18-May-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Condition Check Die,15,pe shut down check die fpr leaks,Die Related,12:55 PM,01:10 PM
18-May-22,AAC Plant 2,1,500-2,G904 Stator Wheel DC,3,Water/Die Lube Supply,15,pumping unit fault,Casting Process/Equipment,12:15 PM,12:30 PM
18-May-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,Water/Die Lube Supply,10,lube lvl low,Casting Process/Equipment,02:20 PM,02:30 PM
18-May-22,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,8,Other (Indirect),10,sddv fault,Casting Process/Equipment,03:30 AM,03:40 AM
18-May-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,9,Other (Indirect),20,s-ddv fault,Casting Process/Equipment,03:35 AM,03:55 AM
18-May-22,AAC Plant 2,2,2250-6,984F Crankcase DC,2,Other (Indirect),10,communication error,Casting Process/Equipment,03:40 AM,03:50 AM
18-May-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,8,Die Change,0,sched die change,Die Related,05:15 PM,06:35 PM
19-May-22,AAC Plant 2,1,2250-1,946F Crankcase DC,12,Other (Indirect),5,over start,Casting Process/Equipment,05:15 AM,05:20 AM
19-May-22,AAC Plant 2,1,2250-1,946F Crankcase DC,12,Metal Delivery,10,low metal,Casting Process/Equipment,02:40 AM,02:50 AM
19-May-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,9,Die Change,70,die change c3 process time over,Die Related,10:40 AM,11:50 AM
19-May-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,8,N/G Tip or Sleeve Change,190,tip change over 4s,Casting Process/Equipment,12:45 PM,03:55 PM
19-May-22,AAC Plant 2,1,2250-3,744 TA HOUSING AWD DC,2,Other (Indirect),10,shaker stopped up,Casting Process/Equipment,09:45 AM,09:55 AM
19-May-22,AAC Plant 2,1,2250-3,744 TA HOUSING AWD DC,2,Other (Indirect),15,over start,Casting Process/Equipment,05:15 AM,05:30 AM
19-May-22,AAC Plant 2,1,2250-4,946F Crankcase DC,9,Other (Indirect),10,shaker stopped up,Casting Process/Equipment,09:45 AM,09:55 AM
19-May-22,AAC Plant 2,1,2250-5,G300 TA HOUSING FWD DC,2,Die Change,115,die change broke pin,Die Related,11:40 AM,01:35 PM
19-May-22,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Date Stamp-ID,5,over start,Casting Process/Equipment,05:15 AM,05:20 AM
19-May-22,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Die Change,0,scheduled die change,Die Related,03:00 PM,04:45 PM
19-May-22,AAC Plant 2,1,500-2,G904 Stator Wheel DC,3,Water/Die Lube Supply,20,hyd oil level low,Casting Process/Equipment,09:00 AM,09:20 AM
19-May-22,AAC Plant 2,1,500-2,G904 Stator Wheel DC,3,Other (Indirect),15,waiting to see if die is ready,Casting Process/Equipment,05:15 AM,05:30 AM
19-May-22,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",2,Die Change,0,scheduled die change,Die Related,01:15 AM,04:45 AM
19-May-22,AAC Plant 2,2,2250-6,984F Crankcase DC,2,Condition Check Die,20,cond check,Die Related,06:20 PM,06:40 PM
19-May-22,AAC Plant 2,2,2250-6,984F Crankcase DC,2,Condition Check Die,15,cond check,Die Related,06:55 PM,07:10 PM
19-May-22,AAC Plant 2,2,2250-7,A467 Extension Housing DC,1,Die Change,0,scheduled die change,Die Related,03:00 AM,04:45 AM
19-May-22,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Change,0,scheduled die change,Die Related,05:15 PM,07:50 PM
19-May-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,6,Die Change,40,set ss,Die Related,11:00 PM,11:40 PM
20-May-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,Die Change,45,die change,Die Related,09:00 AM,09:45 AM
20-May-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,6,Other (Indirect),15,over start  4s+d,Casting Process/Equipment,11:35 AM,11:50 AM
20-May-22,AAC Plant 2,1,800-1,G300 CENTER SUPPORT DC,7,Die Change,0,sched die change,Die Related,03:00 PM,04:45 PM
20-May-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,11,Condition Check Die,12,low ej pins,Die Related,08:56 AM,12:00 PM
20-May-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Water/Die Lube Supply,10,grease fault,Casting Process/Equipment,06:45 PM,07:55 PM
20-May-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Water/Die Lube Supply,50,grease fault 2 leak in line,Casting Process/Equipment,01:20 AM,02:10 AM
20-May-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Condition Check Die,35,cond check,Die Related,08:10 PM,08:45 PM
20-May-22,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,8,Water/Die Lube Supply,15,hot oil line leak,Casting Process/Equipment,10:30 PM,10:45 PM
20-May-22,AAC Plant 2,2,2250-6,984F Crankcase DC,1,Die Change,165,die change water leak,Die Related,06:10 PM,08:55 PM
20-May-22,AAC Plant 2,2,2250-6,984F Crankcase DC,2,Die Change,0,scheduled die chanhge,Die Related,03:00 AM,04:45 AM
20-May-22,AAC Plant 2,2,2250-7,587F Crank Case Stiffening DC,31,Die Change,0,die change,Die Related,03:00 AM,04:45 AM
20-May-22,AAC Plant 2,2,2250-9,881 Oil Pan DC,6,Other (Indirect),65,shut down,Casting Process/Equipment,05:35 PM,06:40 PM
20-May-22,AAC Plant 2,2,2250-9,881 Oil Pan DC,6,Date Stamp-ID,15,stuck date stamp,Casting Process/Equipment,05:15 PM,05:30 PM
23-May-22,AAC Plant 2,1,2250-1,946F Crankcase DC,12,N/G Tip or Sleeve Change,100,bisc broke shot tip broke,Casting Process/Equipment,03:05 PM,04:45 PM
23-May-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,5,Condition Check Die,15,condition check,Die Related,04:00 PM,04:15 PM
23-May-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,10,Condition Check Machine,20,cond check,Casting Process/Equipment,02:00 PM,02:20 PM
23-May-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,10,Condition Check Die,40,cracks on c1,Die Related,03:50 PM,04:30 PM
23-May-22,AAC Plant 2,1,2250-6,587F Crank Case Stiffening DC,31,Die Change,0,scheduled die change,Die Related,05:15 AM,06:45 AM
23-May-22,AAC Plant 2,1,2250-7,A467 Transmission Housing DC,3,Date Stamp-ID,5,wrong date stamp,Casting Process/Equipment,05:40 AM,05:45 AM
23-May-22,AAC Plant 2,1,2250-8,G298 TA HOUSING AWD DC,5,Condition Check Die,65,cond check c1 pin,Die Related,12:40 PM,01:45 PM
23-May-22,AAC Plant 2,1,2250-8,G298 TA HOUSING AWD DC,5,Die Change,0,scheduled die change,Die Related,05:15 AM,07:25 AM
23-May-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,6,Other (Indirect),35,over 4s+d,Casting Process/Equipment,11:45 AM,12:20 PM
23-May-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Water/Die Lube Supply,25,cycle stop,Casting Process/Equipment,09:00 AM,09:25 AM
23-May-22,AAC Plant 2,1,500-2,G904 Stator Wheel DC,3,Die Change,0,scheduled die change,Die Related,06:00 AM,07:00 AM
23-May-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,Die Change,50,die change,Die Related,01:00 PM,01:50 PM
23-May-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,Other (Indirect),15,waiting on dm,Casting Process/Equipment,12:45 PM,01:00 PM
23-May-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,8,Die Change,45,die change,Die Related,10:15 AM,11:00 AM
23-May-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Water/Die Lube Supply,15,grease fault 2 air in line,Casting Process/Equipment,01:30 AM,01:45 AM
23-May-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Water/Die Lube Supply,15,grease fault 3 air in line,Casting Process/Equipment,08:50 PM,09:05 PM
23-May-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Water/Die Lube Supply,10,grease fault 2 air in line,Casting Process/Equipment,11:10 PM,11:20 PM
23-May-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Water/Die Lube Supply,10,grease fault 2 air in line,Casting Process/Equipment,08:00 PM,08:10 PM
23-May-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Water/Die Lube Supply,10,grease fault 2 air in line,Casting Process/Equipment,06:00 PM,06:10 PM
23-May-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Condition Check Die,25,condition check,Die Related,12:00 AM,12:25 AM
23-May-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Condition Check Die,20,condition check,Die Related,01:45 AM,02:05 AM
23-May-22,AAC Plant 2,2,2250-1,946F Crankcase DC,12,Die Change,60,die change qc req,Die Related,03:45 AM,04:45 AM
23-May-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,5,Die Change,155,die change pin leaking,Die Related,08:15 PM,10:50 PM
23-May-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,10,Condition Check Die,35,cond check,Die Related,03:35 AM,04:10 AM
23-May-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,8,Metal Delivery,10,molyten metasl,Casting Process/Equipment,06:20 PM,06:30 PM
23-May-22,AAC Plant 2,2,2250-5,G300 TA HOUSING FWD DC,1,Condition Check Die,15,cond check,Die Related,10:20 PM,10:35 PM
23-May-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,11,Die Change,30,placed s/s back,Die Related,08:30 PM,09:00 PM
23-May-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,11,Condition Check Die,99,cond check broke pin,Die Related,11:39 PM,01:20 AM
23-May-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,11,Die Change,60,die change setting 10,Die Related,02:00 AM,03:00 AM
24-May-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,Die Change,0,scheduled die change,Die Related,05:00 AM,07:45 AM
24-May-22,AAC Plant 2,1,2250-1,946F Crankcase DC,12,Water/Die Lube Supply,255,waiting on die broke prev shift,Die Related,05:00 AM,09:15 AM
24-May-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,10,Die Change,90,die change,Die Related,09:00 AM,10:30 AM
24-May-22,AAC Plant 2,1,2250-6,587F Crank Case Stiffening DC,31,Clean Up,5,over 4s,Casting Process/Equipment,11:30 AM,11:35 AM
24-May-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Metal Delivery,10,metal low,Casting Process/Equipment,08:48 AM,08:58 AM
24-May-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Water/Die Lube Supply,10,cycle over,Casting Process/Equipment,07:30 AM,07:40 AM
24-May-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,6,Condition Check Die,45,cond check qc cold shoit,Die Related,02:35 AM,03:20 AM
24-May-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,8,Die Change,180,die change,Die Related,09:10 PM,12:10 AM
24-May-22,AAC Plant 2,2,2250-3,G298 TA HOUSING AWD DC,4,Die Change,0,scheduled die change,Die Related,05:15 PM,09:40 PM
24-May-22,AAC Plant 2,2,2250-5,G300 TA HOUSING FWD DC,1,Die Change,0,sched die change,Die Related,05:15 PM,06:00 PM
24-May-22,AAC Plant 2,2,2250-6,587F Crank Case Stiffening DC,31,Die Change,0,scheduled die change,Die Related,01:40 AM,04:45 AM
